,Sent1,Sent2,SimScore
2897,The actors studied in the laboratory avoided the managers .,The actors studied in the laboratory .,0.59
2898,The actor ran .,"Since the actor ran , the artists danced .",0.61
2899,France Hails Breakthrough after U.S.-Russia Deal on Syria Weapons,France Welcomes US-Russia Deal on Syria,0.8
2900,Israel sanctions Palestinians in new blow to peace talks,Israel to release Palestinian prisoners as part of deal to revive peace talks,0.48
2901,The doctor explored .,The doctor explored the island .,0.66
2902,Bangla militants escape from prison van in bomb ambush,Bangladesh prison van ambushed,0.6799999999999999
2903,The managers called the authors .,The managers called the authors that the doctor encouraged .,0.77
2904,A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river,0.12
2905,Armenians vote in parliamentary elections,Armenia's parliamentary vote a test for president,0.64
2906,"U.S., EU Cautiously Welcome Iran's Proposal To Restart Nuclear Talks","U.S., EU welcome Iran's offer to restart nuclear talks",0.8
2907,The judge mentioned the students by the senator .,The judge mentioned the students .,0.79
2908,"The senator performed , and the professors danced .",The professors danced .,0.62
2909,The actors encouraged the doctor .,"Although the actors encouraged the doctor , the students believed the authors .",0.61
2910,"12 killed, 25 injured in bomb blast in NW Pakistan","6 killed, 12 injured in blast in NW Pakista",0.52
2911,A dog with a red toy in it's mouth.,A brown dog is carrying a stick in its mouth.,0.44000000000000006
2912,The student stopped the athlete .,The athlete was stopped by the student .,1.0
2913,The doctors danced .,The student knew that the doctors danced .,0.55
2914,Cooley said he expects Muhammad will similarly be called as a witness at a pretrial hearing for Malvo.,Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad.,0.5
2915,We intend to appeal vigorously and still expect to be vindicated ultimately.,"We think this was bad law, and we still expect to be vindicated ultimately.",0.6134000000000001
2916,A man is pouring oil into a pan.,A man is pouring oil into a skillet.,0.8400000000000001
2917,Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public.,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.,0.75
2918,A person is making a bed.,A person is eating at a table.,0.04
2919,The judges near the secretaries introduced the senators .,The secretaries introduced the senators .,0.26
2920,"World powers, Iran under Rouhani revive nuclear talks",World powers seek rare progress in Iran nuclear talks,0.76
2921,A black and white photo of a woman showing a horse.,a black and white photo of cows in their stalls.,0.27999999999999997
2922,The doctor called the student .,The doctor called the tourists and the student .,0.68
2923,US-Russia reach agreement on Syria,US-Russia reach agreement on Syria weapons,0.6799999999999999
2924,NATO protesters acquitted of terrorism charges,NATO protesters convicted on non-terrorism charges,0.32
2925,Russian lawmakers pass new bill restricting Internet,Russia says ballistic 'objects' fired in Mediterranean,0.08
2926,"pressing one does not ""do"" english.",Pressing one does send a tone.,0.36
2927,The presidents encouraged the professor .,"While the presidents encouraged the professor , the authors resigned .",0.61
2928,Black and white cow standing in grassy field.,A black and white horned cow standing in a field.,0.76
2929,The actors hoped that the professor introduced the authors .,The professor introduced the authors .,0.43
2930,"David @OmSigDAVID, I think Santorum's more likely than Gingrich.","@sozobe, I think Santorum's more likely than Gingrich.",0.96
2931,US military officials say rotor wash from the helicopter might have blown down the banner.,"US officials said downward ""rotor wash"" generated by the hovering helicopter stripped the flag from the tower.",0.6799999999999999
2932,The judge avoided the scientist that the senator mentioned .,The scientist avoided the senator .,0.29
2933,A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.,0.12
2934,"Iran, a large important partner for Russia: Novak","Iran reiterates support for Iraq, Syria",0.0
2935,"Before the manager ran , the bankers saw the students .",The manager ran .,0.61
2936,The actor supported the presidents and the secretary .,The actor supported the presidents .,0.73
2937,The judge thanked the artist .,The senators behind the judge thanked the artist .,0.26
2938,The presidents admired the senator .,Hopefully the presidents admired the senator .,0.53
2939,"Yolanda death toll climbs to 3,621",Kenya Red Cross says death toll rises to 68,0.08
2940,Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.,"In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.",0.6
2941,russia is a member of the quartet on the middle east. ,russia is a member of the nsg.,0.44000000000000006
2942,The lawyer and the senator contacted the professor .,The senator contacted the professor .,0.73
2943,The students ate the corn .,The students ate .,0.66
2944,Six dogs running on the sandy beach.,Six dogs walking beside the beach.,0.6799999999999999
2945,A girl is wearing a purple sash and matching skirt.,A group of girls stands wearing jean skirts and superman shirts.,0.32
2946,"After the president ran , the judge shouted .",The judge shouted .,0.78
2947,The man is playing the drums.,A man is playing drums.,1.0
2948,The senator presented the scientists .,Although the senator presented the scientists saw the president .,0.23
2949,Jake with the assist.,Voracek with the goal.,0.08
2950,"Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.","Another 152,054 are from IP services company NTT/Verio, and 129,378 from InfoSpace, the survey found.",0.6
2951,"Before the students shouted , the artist believed the professor .",The artist believed the professor .,0.78
2952,A close-up of an animal with a long face standing on grass near a tree.,A close-up of a woman with black boots next to a blue motorcycle.,0.0
2953,A person is frying meat in a pan.,A person is holding a skunk.,0.15
2954,Israel strikes Syria as tensions rise on weapons,Air strikes wound civilians in Syria's Deraa,0.36
2955,The lawyer ate the corn .,The lawyer ate .,0.66
2956,"The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.","The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.",0.6
2957,Iraqi president in hospital due to health problem,Iraqi president in hospital after suffering stroke,0.72
2958,Two white dogs walking in the snow.,A tan dog with a black collar barking in the snow.,0.4
2959,The actor encouraged the tourist .,The actor encouraged the tourist behind the scientist .,0.79
2960,US Senate confirms Janet Yellen as US Federal Reserve chief,Senate confirms Janet Yellen as next Federal Reserve Chair,0.9199999999999999
2961,The tourist supported the president .,The authors by the tourist supported the president .,0.26
2962,The tourists fought the senators .,While the tourists fought the senators recognized the author .,0.23
2963,Singapore shares open 0.31% higher on Monday,Singapore shares open lower on Monday,0.44000000000000006
2964,A brown dog laying on a blue cover.,A person is diving into clear blue water.,0.0
2965,the problem isn't who has money.,the problem is who doesn't have money.,0.49333333333333396
2966,The actors contacted the doctor .,Probably the actors contacted the doctor .,0.53
2967,The artist remembered that the scientists believed the students .,The scientists believed the students .,0.55
2968,Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen poised to make landfall,0.76
2969,The tourist next to the lawyers recommended the scientist .,The lawyers recommended the scientist .,0.26
